237,109,282,260,248,126
252,130,274,286,254,150
249,110,267,264,246,130
236,112,268,264,245,129
225,106,271,259,239,120
231,106,265,267,241,124
244,115,258,276,241,135
245,140,253,297,228,152
227,116,244,272,212,129
232,121,245,268,214,128
245,120,246,257,225,123
246,133,249,254,230,125
244,146,252,248,236,129
259,161,259,238,246,146
267,164,259,234,251,152
272,163,259,233,254,154
281,158,262,222,261,156
287,153,263,215,268,158
290,146,261,211,273,156
290,133,254,199,284,151
298,132,255,194,285,146
306,132,252,195,289,141
311,162,253,220,292,165
320,174,253,222,301,169
319,178,250,220,303,168
326,186,245,216,312,172
322,195,238,215,316,177
329,199,239,211,319,182
327,191,241,217,314,177
323,179,248,226,305,172
321,172,250,232,301,173
315,172,251,236,295,174
313,169,250,236,294,174
311,164,249,236,294,174
313,155,250,233,300,169
309,144,246,224,304,163
315,139,243,219,306,156
323,129,235,216,308,144
330,126,230,212,313,139
338,126,225,208,319,135
348,134,217,207,327,134
351,134,211,202,331,134
356,136,208,197,336,134
334,156,174,204,315,152
337,158,173,200,318,153
342,159,172,197,322,155
348,145,173,187,330,154
351,139,174,189,335,152
346,131,177,185,339,149
328,123,171,189,328,143
309,119,160,184,310,139
298,115,164,187,308,133
303,98,174,192,303,118
313,93,180,194,304,111
321,92,185,198,307,105
305,103,169,219,287,111
309,105,175,218,290,109
320,112,184,215,300,109
334,112,195,208,314,111
346,104,206,203,327,111
327,109,189,215,317,126
317,100,197,216,314,120
311,94,205,218,315,113
309,82,212,216,311,101
296,92,196,241,284,108
305,92,202,236,288,103
314,91,203,230,295,97
330,92,205,214,310,93
329,98,198,215,309,99
315,128,180,228,295,124
321,141,190,217,305,130
324,143,193,211,308,131
343,130,200,209,324,136
322,122,196,228,320,142
308,120,202,231,312,140
311,112,207,228,311,132
332,96,218,213,317,109
336,98,210,215,317,107
324,120,188,222,304,121
342,126,190,206,322,123
349,126,192,198,329,124
355,126,191,193,335,125
332,119,179,203,327,138
333,112,183,203,330,132
323,103,194,203,330,122
314,102,180,221,302,118
326,104,181,224,307,112
334,108,190,220,314,108
346,121,203,209,331,109
318,150,178,224,304,136
335,153,183,219,316,146
353,153,189,206,333,152
357,141,197,201,341,153
328,145,177,215,323,164
337,123,199,210,329,140
349,118,199,213,334,132
334,133,180,218,314,137
352,141,191,209,332,136
361,140,195,201,341,138
352,157,180,209,332,151
345,167,169,195,328,156
343,175,176,189,331,159
337,187,181,187,333,168
330,196,164,194,311,191
340,185,176,200,322,192
343,172,185,201,333,190
322,155,176,203,314,173
335,148,185,200,320,159
349,148,193,191,330,152
330,164,169,190,312,157
336,179,174,183,324,163
339,184,175,177,329,167
349,194,185,168,337,179
332,199,163,170,313,191
341,200,169,172,321,197
351,186,187,179,335,197
347,178,185,184,334,192
332,173,167,189,318,187
340,175,169,189,323,184
342,175,170,192,325,183
341,174,170,191,325,185
340,175,172,192,324,185
337,180,169,192,320,188
326,190,159,180,307,193
301,198,137,175,285,186
298,197,129,183,282,184
289,195,127,188,277,179
319,198,152,191,308,181
314,199,154,190,308,181
311,204,156,186,309,184
295,216,166,177,305,198
302,228,173,176,300,208
316,237,180,178,303,221
332,233,192,183,313,229
308,228,167,184,288,227
308,229,173,185,289,227
311,229,177,184,292,227
310,228,171,184,291,227
306,227,170,185,287,226
312,226,173,185,293,227
316,218,178,186,299,227
320,220,183,186,302,226
334,230,197,182,318,221
339,236,199,184,325,223
321,225,181,168,306,212
316,236,177,165,305,219
313,234,177,165,304,218
317,235,179,166,305,219
321,238,180,165,308,222
316,242,183,158,310,224
311,250,189,154,310,230
311,258,193,148,312,238
315,263,196,151,313,243
323,267,199,146,313,250
320,249,188,123,301,242
319,246,182,119,299,243
326,239,186,122,306,244
331,229,195,132,315,241
345,229,204,137,326,234
352,236,201,145,333,232
335,229,175,132,322,214
337,235,178,137,327,217
329,240,187,143,329,221
314,242,178,133,312,222
301,245,172,133,302,225
300,254,178,136,301,233
323,260,191,147,305,251
331,259,195,151,311,255
332,247,192,156,313,249
326,215,180,153,309,227
338,217,188,160,319,222
351,224,198,161,331,220
329,224,180,145,320,206
333,235,192,143,326,216
335,241,196,142,330,222
314,242,194,131,317,222
294,245,182,130,298,225
296,252,186,133,297,231
310,265,194,147,298,249
322,263,196,157,303,257
331,259,203,164,311,261
321,238,185,164,303,236
332,245,193,162,315,236
337,257,194,165,326,241
308,249,179,141,305,229
304,259,186,139,306,239
305,266,192,137,307,245
300,282,208,135,304,262
303,291,214,139,302,270
294,281,206,131,287,262
306,268,203,129,286,263
313,267,202,137,293,266
319,263,200,147,299,266
303,227,178,129,284,235
312,228,183,135,293,231
322,237,191,139,305,229
329,256,202,145,322,237
332,261,208,148,326,242
326,268,217,144,326,249
303,255,199,119,301,235
