585,505,760,522,,,,
582,506,758,522,,,,
586,505,758,522,,,,
584,506,757,523,,,,
580,508,756,523,,,,
585,506,754,523,,,,
587,506,755,522,,,,
587,506,756,523,,,,
587,506,754,523,,,,
583,508,752,523,,,,
581,508,752,523,,,,
585,508,751,523,,,,
584,508,750,523,,,,
586,507,753,523,,,,
586,507,753,523,,,,
523,533,586,508,750,523,,
524,532,587,507,751,523,,
520,531,585,507,747,523,,
519,532,588,507,753,522,,
517,531,586,508,751,523,,
514,531,587,508,679,513,748,523
514,531,587,508,746,523,,
509,529,587,508,741,522,,
510,529,589,508,741,523,,
514,531,587,509,743,524,,
519,532,586,509,742,523,,
522,532,586,509,738,523,,
503,523,588,509,740,523,,
518,531,588,509,738,523,,
520,531,589,509,741,523,,
518,530,589,509,740,523,,
502,521,590,508,742,523,,
520,531,591,509,738,523,,
526,531,593,508,737,523,,
522,531,589,509,736,523,,
520,530,590,509,738,522,,
520,531,590,509,736,523,,
503,522,589,509,740,524,,
518,531,589,510,738,523,,
519,531,591,509,738,523,,
518,529,594,508,738,523,,
520,530,594,509,737,523,,
503,519,595,508,737,523,,
526,530,591,509,736,523,,
526,530,591,509,735,523,,
527,530,595,508,733,523,,
525,528,593,509,736,523,,
527,529,595,509,735,523,,
528,529,597,509,734,523,,
532,529,594,509,735,522,,
529,528,591,510,735,522,,
531,528,597,508,732,522,,
530,528,594,510,735,523,,
535,528,595,510,731,522,,
532,528,598,509,734,523,,
534,528,598,509,730,522,,
536,528,596,509,734,523,,
535,528,599,509,731,523,,
533,527,598,509,731,523,,
530,526,602,508,729,522,,
533,526,599,509,,,,
533,526,602,509,,,,
534,526,600,509,,,,
537,526,603,509,,,,
536,526,603,509,,,,
538,526,608,508,,,,
497,512,536,525,603,508,730,523
541,526,606,509,728,523,,
540,526,605,509,727,523,,
541,525,611,508,731,523,,
544,526,608,508,,,,
542,525,611,507,,,,
545,526,609,508,,,,
542,526,611,508,,,,
540,525,612,508,,,,
543,526,613,508,726,522,,
538,525,615,508,,,,
543,525,612,508,,,,
540,526,612,508,,,,
541,526,611,508,,,,
541,525,607,509,,,,
541,526,611,508,,,,
540,525,611,508,,,,
540,525,609,508,,,,
540,525,615,508,,,,
544,526,613,508,,,,
542,525,611,509,,,,
542,525,614,508,,,,
542,525,614,508,,,,
544,525,614,508,,,,
547,525,611,508,,,,
547,525,614,509,,,,
489,507,547,525,617,508,,
545,524,615,508,,,,
546,525,616,508,,,,
547,524,615,508,,,,
497,510,549,525,623,508,,
546,524,613,508,,,,
548,525,618,508,,,,
548,525,618,508,,,,
550,524,618,508,,,,
553,525,618,509,,,,
557,524,622,508,,,,
559,525,625,509,,,,
566,525,637,509,,,,
571,525,639,508,,,,
577,526,645,509,,,,
583,526,651,509,,,,
588,525,653,509,,,,
541,515,590,525,658,508,,
586,526,657,509,,,,
590,526,661,509,,,,
593,525,667,509,,,,
525,512,661,509,,,,
588,525,658,509,,,,
592,526,660,509,,,,
590,526,663,509,,,,
593,525,658,509,,,,
591,526,661,509,,,,
592,526,662,508,,,,
590,527,656,509,,,,
590,527,657,509,,,,
588,526,658,509,,,,
586,527,660,509,,,,
586,527,664,509,,,,
591,526,663,509,,,,
588,526,659,510,,,,
587,526,656,510,,,,
587,526,657,510,,,,
589,526,662,510,,,,
517,506,583,525,661,510,,
513,506,590,526,662,510,,
512,506,587,525,659,510,,
514,506,589,524,659,510,,
512,506,589,525,662,510,,
517,506,589,525,666,510,,
508,509,584,524,660,510,,
522,507,589,525,669,510,,
523,507,586,524,660,510,,
527,509,591,525,659,511,,
527,508,588,524,665,510,,
528,508,590,524,661,511,,
530,509,589,524,666,510,,
531,509,594,524,665,510,,
533,509,589,523,666,510,,
535,509,591,524,665,510,,
535,510,597,524,665,509,,
533,510,593,524,667,509,,
536,510,592,524,663,510,,
531,509,591,524,665,510,,
533,509,592,524,663,510,,
528,510,596,524,665,510,,
525,510,594,524,668,510,,
519,510,593,524,668,510,,
519,510,593,524,670,510,,
520,509,594,524,665,510,,
524,509,597,524,668,510,,
