524,509,592,524,669,509,,
527,509,592,524,665,510,,
533,509,592,524,668,510,,
535,509,594,523,667,510,,
531,510,596,523,667,509,,
540,510,591,523,667,510,,
538,510,597,523,670,509,,
538,511,597,523,667,510,,
598,523,669,510,,,,
597,522,668,510,,,,
598,522,669,510,,,,
598,522,666,509,,,,
596,523,667,509,,,,
595,524,668,509,,,,
594,524,664,510,,,,
537,513,591,524,665,510,,
534,512,593,524,664,510,,
538,512,592,524,657,510,,
538,512,592,524,657,510,,
534,512,594,525,664,510,,
533,511,592,524,665,509,,
531,510,589,525,660,510,,
529,510,590,525,661,510,,
526,509,587,525,654,510,,
521,508,582,526,655,510,,
523,508,580,526,650,510,,
519,507,582,526,646,510,,
580,527,647,510,,,,
578,526,647,509,,,,
581,527,646,509,,,,
577,527,643,509,,,,
578,527,643,508,752,523,,
577,528,639,509,753,523,,
577,527,643,508,757,523,,
580,528,648,507,756,524,,
581,528,643,507,757,524,,
574,528,642,507,758,524,,
575,529,645,507,761,525,,
572,529,646,507,762,524,,
573,529,646,506,765,524,,
568,530,641,507,770,525,,
568,530,641,507,770,525,,
568,530,641,507,770,525,,
566,529,644,507,767,526,,
566,529,644,507,767,526,,
563,530,639,508,,,,
563,529,634,509,763,526,,
569,529,645,506,766,527,,
566,529,644,505,767,527,,
567,531,655,503,777,527,,
657,502,774,529,,,,
657,501,778,529,,,,
662,501,772,530,,,,
661,500,770,530,,,,
660,499,770,530,,,,
663,498,746,532,,,,
657,498,746,533,,,,
655,497,741,534,,,,
654,497,742,535,,,,
652,497,743,535,,,,
653,497,743,536,820,494,,
650,496,739,536,822,493,,
623,502,737,537,819,492,,
643,496,731,537,817,492,,
635,496,720,536,812,489,,
633,497,721,537,812,489,,
627,497,712,536,814,487,,
625,497,706,536,813,487,,
699,536,808,486,,,,
692,535,810,486,,,,
692,535,810,487,,,,
686,535,805,485,,,,
687,536,805,485,,,,
682,535,806,485,,,,
682,535,806,485,,,,
683,535,803,484,,,,
685,534,802,483,,,,
677,535,800,483,,,,
681,535,799,483,,,,
676,535,796,483,,,,
668,534,786,482,,,,
655,534,768,480,821,539,,
651,534,768,481,820,542,,
644,534,757,480,815,543,,
644,533,754,480,813,546,,
636,532,743,480,807,547,,
632,532,735,480,812,549,,
625,533,729,479,808,549,,
624,531,723,478,802,548,,
623,529,717,479,800,549,,
616,528,704,478,798,548,,
609,530,690,478,794,548,,
690,477,793,546,,,,
688,477,789,546,,,,
681,477,792,543,,,,
681,477,785,546,,,,
676,477,789,543,,,,
670,477,789,542,,,,
677,476,788,541,,,,
674,476,788,540,,,,
673,477,784,542,,,,
671,477,780,542,,,,
669,476,770,544,,,,
660,476,752,546,,,,
657,476,756,545,,,,
647,476,740,546,,,,
644,475,732,546,,,,
635,475,732,545,,,,
628,475,725,546,,,,
625,475,726,545,,,,
626,474,726,545,,,,
622,475,724,545,,,,
624,475,721,545,,,,
622,475,721,545,,,,
625,474,721,544,,,,
624,475,723,544,,,,
620,475,719,546,,,,
622,475,722,545,,,,
621,475,721,545,,,,
623,475,726,544,,,,
625,475,722,544,,,,
621,475,724,544,,,,
624,476,721,545,,,,
621,475,719,544,,,,
619,475,712,545,,,,
618,476,712,544,,,,
611,475,710,544,,,,
606,475,702,544,,,,
602,475,697,544,,,,
594,475,690,544,,,,
590,475,684,545,,,,
586,474,688,544,,,,
588,475,684,544,,,,
588,475,682,544,,,,
587,475,683,544,,,,
586,475,682,544,,,,
589,475,684,543,,,,
586,475,682,543,,,,
590,475,685,544,,,,
589,475,676,545,,,,
587,475,679,544,,,,
587,475,678,544,,,,
585,475,687,543,,,,
587,475,681,544,,,,
589,476,681,545,,,,
583,475,681,544,,,,
584,475,682,543,,,,
586,475,680,544,,,,
588,475,683,544,,,,
586,475,681,544,,,,
591,476,680,544,,,,
586,475,681,544,,,,
586,475,681,544,,,,
583,475,681,544,,,,
588,475,684,543,,,,
587,476,683,544,,,,
584,475,683,544,,,,
585,475,680,544,,,,
585,475,683,543,,,,
586,475,682,544,,,,
585,475,680,545,,,,
588,476,680,544,,,,
589,476,684,542,,,,
583,476,683,543,,,,
587,476,682,543,,,,
589,476,684,542,,,,
585,476,681,543,,,,
586,476,685,543,,,,
588,476,685,542,,,,
585,475,686,542,,,,
585,476,681,543,,,,
588,476,686,542,,,,
586,476,682,543,,,,
580,476,680,543,,,,
588,476,684,543,,,,
587,476,683,543,,,,
582,476,683,543,,,,
584,476,680,543,,,,
583,476,685,542,,,,
582,477,687,541,,,,
584,476,682,542,,,,
586,476,685,541,,,,
582,477,684,542,,,,
580,477,686,542,,,,
583,476,682,542,,,,
581,477,684,542,,,,
576,477,679,543,,,,
583,477,684,542,,,,
581,477,684,542,,,,
580,477,684,542,,,,
578,477,684,542,,,,
580,478,680,542,,,,
577,477,682,542,,,,
578,478,682,542,,,,
575,478,683,541,,,,
573,478,682,542,,,,
570,478,680,542,,,,
567,477,683,541,,,,
562,479,686,541,,,,
569,477,686,541,,,,
565,478,685,541,,,,
569,478,684,541,,,,
565,478,688,540,,,,
567,478,683,542,,,,
561,479,683,542,,,,
554,480,679,542,,,,
564,478,684,541,,,,
554,480,683,542,,,,
559,479,683,541,,,,
553,481,678,542,,,,
538,488,682,542,,,,
539,487,679,542,,,,
538,490,684,542,,,,
538,490,684,542,,,,
542,491,685,542,,,,
547,490,686,542,,,,
556,489,696,543,,,,
559,489,699,543,,,,
565,491,708,542,,,,
574,487,712,542,,,,
577,488,716,542,,,,
577,490,714,542,,,,
579,489,714,542,,,,
578,489,713,542,,,,
583,486,718,542,,,,
583,486,711,541,,,,
579,488,713,541,,,,
580,488,716,542,,,,
577,490,713,542,,,,
578,490,712,541,,,,
579,490,711,541,,,,
577,491,710,541,,,,
581,488,710,541,,,,
583,486,709,539,,,,
582,486,713,539,,,,
584,483,711,537,,,,
579,486,707,535,,,,
589,477,707,530,,,,
589,469,704,523,,,,
590,465,707,519,,,,
594,456,704,511,,,,
595,452,704,507,,,,
555,534,608,445,700,501,,
552,535,597,446,703,500,,
554,531,603,442,700,498,,
553,530,606,441,700,496,,
548,533,608,440,699,495,,
552,529,600,442,700,496,,
553,527,604,441,699,496,,
552,526,608,440,696,494,,
546,533,606,440,700,496,,
547,531,604,441,696,494,,
544,534,603,442,696,494,,
544,532,604,441,692,492,,
541,533,608,441,696,493,,
546,530,607,441,696,493,,
543,530,603,442,691,490,,
538,530,606,441,695,491,,
545,528,608,441,694,491,,
548,526,613,440,695,491,,
552,523,614,440,701,493,,
555,524,616,441,701,493,,
558,525,618,441,706,492,,
566,524,625,442,711,491,,
572,522,630,442,717,492,,
577,524,640,442,721,491,,
581,523,639,442,727,493,,
582,525,648,441,728,492,,
588,521,646,442,728,490,,
586,523,647,442,732,492,,
591,519,650,442,730,489,,
589,521,650,442,737,493,,
587,522,650,442,736,494,,
588,521,648,442,736,494,,
589,521,646,442,737,494,,
588,520,649,441,739,495,,
590,519,646,442,740,494,,
588,520,644,443,738,495,,
590,518,650,442,738,495,,
589,519,651,441,735,493,,
589,519,651,441,739,495,,
591,516,654,441,739,495,,
588,520,651,441,742,497,,
589,518,649,442,737,494,,
590,518,649,443,741,496,,
592,516,648,441,738,495,,
591,517,645,443,744,496,,
588,518,650,441,744,496,,
591,517,648,441,742,496,,
591,516,649,441,741,496,,
591,516,649,441,734,494,,
591,516,649,441,734,494,,
589,518,649,442,734,494,,
590,517,650,441,737,495,,
590,518,647,442,740,496,,
588,519,649,441,736,494,,
586,520,649,441,739,495,,
589,518,649,441,736,494,,
590,517,648,441,737,495,,
588,519,650,441,737,495,,
591,517,650,442,733,493,,
588,519,653,441,733,493,,
589,518,654,440,733,493,,
588,519,653,440,733,493,,
588,519,651,441,736,494,,
587,519,654,440,738,495,,
587,521,652,442,738,495,,
591,517,650,442,735,494,,
588,518,655,440,733,493,,
590,518,650,441,734,493,,
590,518,654,441,740,496,,
591,518,651,441,736,494,,
590,518,653,441,737,494,,
588,519,650,441,734,492,,
590,518,653,441,735,493,,
590,518,647,442,738,495,,
591,516,652,440,736,494,,
591,516,652,440,736,494,,
592,516,653,441,735,493,,
591,516,652,441,736,494,,
590,516,650,442,733,493,,
590,517,651,441,738,495,,
589,518,648,442,737,494,,
590,516,654,440,739,494,,
592,515,657,440,733,491,,
590,518,654,441,732,492,,
589,518,658,440,733,493,,
591,516,657,440,733,493,,
590,517,649,443,733,493,,
588,518,652,442,730,491,,
589,518,656,440,733,492,,
584,522,655,441,732,491,,
588,519,650,441,729,489,,
586,520,654,440,731,490,,
580,524,652,441,,,,
586,521,651,441,,,,
585,523,653,442,,,,
583,523,651,441,,,,
583,524,650,442,,,,
583,523,652,441,,,,
583,523,650,442,,,,
580,525,654,441,,,,
584,523,649,442,,,,
582,524,653,442,,,,
582,524,651,442,,,,
585,522,649,443,,,,
584,522,656,441,,,,
581,524,655,442,,,,
582,524,654,442,,,,
585,522,653,442,,,,
583,523,652,442,,,,
582,523,654,441,,,,
584,522,652,442,,,,
582,523,652,442,,,,
582,524,655,442,,,,
585,521,656,441,,,,
585,521,652,442,,,,
580,524,654,442,,,,
583,522,653,442,,,,
581,523,651,443,,,,
584,521,654,443,,,,
582,522,654,442,,,,
583,522,654,442,,,,
583,522,655,442,,,,
584,520,654,443,,,,
583,521,652,443,,,,
585,520,654,442,,,,
583,522,654,442,,,,
586,520,653,443,,,,
584,521,656,442,,,,
585,521,654,442,,,,
586,519,653,442,,,,
588,518,653,442,,,,
587,519,651,443,,,,
582,523,653,442,,,,
584,521,654,442,,,,
586,520,655,442,,,,
585,521,656,442,,,,
584,520,654,442,,,,
586,520,656,442,,,,
586,520,656,441,,,,
586,520,653,442,,,,
587,520,656,442,,,,
585,520,659,442,,,,
583,521,653,443,,,,
585,521,655,442,,,,
584,521,656,441,,,,
583,522,653,442,,,,
586,520,652,443,,,,
582,522,653,443,,,,
584,521,656,442,,,,
586,520,654,442,,,,
583,522,654,443,,,,
584,521,658,442,,,,
585,520,655,443,,,,
586,520,652,443,,,,
586,520,652,443,,,,
585,520,652,443,,,,
517,532,588,519,652,442,,
587,518,656,442,,,,
588,518,654,442,,,,
588,518,651,443,,,,
586,519,653,443,,,,
588,519,657,442,,,,
589,519,654,444,,,,
588,521,657,443,,,,
591,520,660,443,,,,
526,534,598,518,665,443,,
532,532,600,520,670,443,,
528,536,610,519,678,443,,
533,536,614,518,681,443,,
540,536,618,520,685,444,,
545,536,623,520,687,445,,
543,536,622,522,689,445,,
539,538,624,522,693,444,,
539,539,626,521,694,444,,
541,538,627,521,693,444,,
547,536,629,520,698,444,,
541,538,628,521,698,443,,
544,537,628,520,695,444,,
542,538,629,520,692,444,,
546,537,628,521,695,444,,
546,536,630,519,695,444,,
549,536,628,521,692,445,,
550,535,627,522,690,445,,
552,534,629,521,695,444,,
552,535,628,520,696,443,,
553,535,629,520,691,445,,
552,535,629,520,690,445,,
537,542,631,518,693,444,,
557,534,627,521,695,444,,
560,533,626,522,693,445,,
560,533,626,522,693,445,,
561,534,626,522,690,445,,
558,534,627,522,693,444,,
628,520,692,444,,,,
560,534,628,521,692,444,,
630,518,690,445,,,,
630,519,689,445,,,,
630,519,692,444,,,,
630,519,689,445,,,,
630,519,688,445,,,,
628,520,690,445,,,,
