605,516,701,514,811,506,,,,
605,516,701,515,802,511,,,,
606,516,696,514,795,514,,,,
602,517,694,515,794,514,,,,
603,516,692,514,790,515,,,,
600,519,690,514,785,517,851,489,,
602,517,690,514,784,515,852,488,,
607,512,687,516,781,514,858,490,,
604,512,683,515,775,515,859,491,,
602,509,675,515,765,515,857,493,,
601,507,671,516,762,515,856,496,,
600,502,659,513,752,515,851,499,,
599,500,659,516,753,513,852,502,,
649,515,745,512,849,508,,,,
642,515,735,513,843,510,,,,
640,514,735,512,842,512,,,,
636,514,730,513,842,517,,,,
632,513,732,511,839,516,,,,
630,513,726,514,837,516,,,,
630,513,726,514,837,516,,,,
630,513,728,511,835,516,,,,
627,512,726,511,834,517,,,,
627,513,721,513,830,514,,,,
625,513,724,511,829,515,,,,
621,512,717,512,823,513,,,,
615,511,713,509,815,513,,,,
609,516,701,509,802,511,,,,
608,518,697,509,799,512,838,549,,
605,522,687,510,790,511,834,549,,
604,525,684,509,787,514,835,549,,
601,527,674,510,778,514,832,547,,
602,529,671,509,773,513,831,545,,
598,531,665,507,765,512,828,543,,
596,531,658,508,760,510,828,539,,
593,532,650,508,749,509,823,536,,
592,533,640,509,741,510,818,531,,
590,534,637,508,736,510,816,528,,
630,507,727,507,811,523,,,,
627,508,724,507,809,522,,,,
623,509,721,508,808,517,,,,
623,508,720,507,808,517,,,,
621,508,718,508,807,512,,,,
621,507,716,508,806,514,,,,
619,508,715,508,806,507,,,,
619,507,713,507,805,506,,,,
617,508,712,509,804,500,,,,
614,509,710,510,801,501,,,,
613,506,708,510,799,494,,,,
605,506,700,510,792,491,,,,
602,507,695,509,787,487,,,,
592,508,687,510,779,484,,,,
591,506,682,508,776,482,,,,
582,507,676,509,767,476,,,,
580,505,672,509,764,473,,,,
578,504,667,507,761,470,,,,
578,503,665,507,759,467,,,,
575,505,663,507,758,465,,,,
577,502,661,506,756,478,,,,
575,504,661,506,756,463,,,,
577,502,662,507,756,469,,,,
576,502,662,507,756,467,,,,
577,501,663,508,756,461,,,,
577,501,661,506,756,477,,,,
576,504,662,508,755,481,,,,
577,501,662,506,755,478,,,,
578,501,661,505,756,482,,,,
577,501,660,505,755,479,,,,
575,502,660,506,754,478,,,,
574,501,658,505,752,478,,,,
573,501,658,507,751,477,,,,
569,501,653,505,747,479,,,,
565,501,648,505,742,480,,,,
556,501,642,507,734,482,,,,
550,503,638,507,731,481,,,,
547,500,631,506,724,478,,,,
543,501,629,507,722,476,,,,
542,500,626,505,719,477,,,,
541,500,626,506,718,480,,,,
538,501,625,507,717,476,,,,
539,499,624,506,716,483,,,,
541,498,625,508,716,478,,,,
540,499,625,508,716,474,,,,
535,503,624,505,716,482,,,,
539,499,625,506,717,473,,,,
538,500,624,507,716,476,,,,
537,501,624,507,716,477,,,,
535,503,624,507,716,481,,,,
537,501,625,508,716,480,,,,
536,501,624,506,716,480,,,,
538,500,625,508,716,475,,,,
533,504,624,506,716,480,,,,
536,501,624,507,716,477,,,,
533,504,623,505,716,481,,,,
532,505,623,505,716,481,,,,
533,504,626,508,716,478,,,,
535,502,625,508,716,478,,,,
533,504,624,506,716,477,,,,
530,506,624,506,716,481,,,,
535,502,624,505,716,478,,,,
532,504,625,508,716,480,,,,
534,503,623,505,716,478,,,,
534,503,625,507,716,478,,,,
536,501,623,505,716,481,,,,
532,505,623,505,716,478,,,,
537,500,624,506,716,479,,,,
537,501,625,507,716,478,,,,
534,504,625,507,716,478,,,,
536,502,624,505,717,478,,,,
537,500,625,507,716,478,,,,
538,501,625,507,716,479,,,,
535,502,625,508,716,481,,,,
537,501,626,508,716,480,,,,
539,499,624,505,717,476,,,,
539,499,626,507,717,479,,,,
539,499,625,507,717,475,,,,
536,501,625,507,716,481,,,,
537,501,623,505,716,481,,,,
537,500,626,508,717,476,,,,
538,500,627,508,717,479,,,,
537,501,625,507,717,479,,,,
538,500,627,508,716,482,,,,
533,504,628,510,716,486,,,,
534,503,627,509,717,476,,,,
533,503,627,507,717,479,,,,
519,515,628,508,717,478,,,,
518,515,629,510,717,480,,,,
517,515,629,509,717,480,,,,
517,517,630,511,717,479,,,,
516,518,627,508,717,480,,,,
515,518,626,508,717,480,,,,
514,520,627,509,717,484,,,,
515,519,628,509,718,475,,,,
514,521,629,510,718,476,,,,
514,522,630,511,718,479,,,,
514,523,629,510,717,480,,,,
513,524,630,512,717,481,,,,
512,525,629,511,717,488,,,,
514,526,629,510,718,484,,,,
513,527,630,511,718,485,,,,
513,527,629,511,718,486,,,,
513,529,630,511,718,487,,,,
514,530,628,510,718,489,,,,
515,528,629,510,718,490,,,,
515,527,630,512,718,491,,,,
511,536,630,511,717,494,,,,
511,536,631,512,718,495,,,,
511,538,629,511,718,497,,,,
513,540,629,510,718,498,,,,
513,539,629,511,717,501,,,,
513,543,630,512,716,504,,,,
514,547,631,512,716,508,,,,
515,549,630,511,716,508,,,,
516,550,631,512,716,510,,,,
516,553,629,510,715,513,,,,
517,553,630,511,715,514,,,,
518,556,629,510,714,516,,,,
519,557,628,509,714,517,,,,
523,561,632,511,715,518,,,,
524,563,632,510,716,521,,,,
529,557,639,512,721,522,,,,
533,559,645,514,725,522,,,,
540,551,650,512,730,526,,,,
544,548,653,511,734,526,,,,
551,545,661,512,741,527,,,,
556,542,664,510,745,528,,,,
559,543,667,510,745,530,,,,
561,544,668,510,746,532,,,,
561,542,668,510,746,533,,,,
561,543,671,513,746,532,,,,
561,544,670,512,745,533,,,,
561,543,670,512,745,532,,,,
561,545,669,511,746,532,,,,
560,546,667,509,746,533,,,,
561,544,669,512,746,532,,,,
561,543,669,511,744,533,,,,
561,543,667,510,745,534,,,,
562,540,666,508,743,534,,,,
561,541,668,510,742,535,,,,
562,541,666,507,743,533,,,,
562,536,669,509,744,533,,,,
562,535,668,507,742,531,,,,
562,534,667,504,740,531,,,,
562,530,667,500,740,527,,,,
563,523,667,492,738,520,,,,
563,518,667,489,738,517,,,,
563,510,667,482,735,510,,,,
563,508,666,477,734,506,,,,
536,545,564,502,666,472,733,503,,
535,544,564,502,668,473,733,502,,
533,542,564,499,666,469,730,500,,
532,542,564,498,668,470,730,500,,
531,541,565,495,666,467,729,499,,
530,540,565,495,666,467,730,498,,
530,541,564,496,666,467,727,499,,
528,539,564,496,667,468,728,498,,
527,539,565,494,666,468,728,498,,
524,537,565,495,667,468,726,498,,
520,537,565,496,664,466,724,498,,
515,532,565,495,665,467,719,498,,
515,530,565,494,666,467,721,498,,
511,528,565,494,666,468,721,498,,
511,527,565,494,664,466,718,498,,
509,526,566,492,664,466,719,498,,
511,527,567,491,666,467,721,498,,
511,527,568,491,666,466,719,498,,
513,528,570,490,667,465,723,498,,
512,528,576,488,672,466,725,498,,
517,529,580,487,676,467,730,498,,
525,529,587,488,684,467,738,498,,
526,529,590,490,689,468,741,498,,
530,530,597,491,696,468,748,498,,
534,530,601,490,699,468,752,498,,
534,531,604,489,702,469,755,499,,
536,531,606,489,703,467,755,498,,
542,531,608,487,705,468,757,498,,
546,531,609,488,704,466,756,498,,
538,532,608,489,706,468,759,499,,
541,533,607,488,706,469,761,499,,
542,533,606,489,705,468,763,499,,
543,533,607,489,706,469,765,498,,
545,532,608,486,706,468,767,498,,
544,533,606,489,704,466,768,497,,
545,533,607,488,705,467,769,498,,
544,533,607,488,707,469,769,498,,
547,533,608,487,707,469,769,498,,
545,533,608,487,708,470,770,498,,
543,533,608,486,706,468,768,498,,
544,534,609,485,706,469,771,498,,
546,533,608,487,706,468,771,498,,
547,534,608,486,706,468,769,498,,
547,533,608,486,705,467,769,498,,
546,535,607,487,706,468,770,498,,
546,534,607,487,707,469,769,498,,
545,534,607,487,706,468,771,498,,
547,534,608,486,708,469,770,498,,
546,534,608,487,707,468,771,498,,
546,534,608,487,707,468,771,498,,
547,535,608,487,704,467,770,498,,
545,535,609,485,704,467,768,499,,
545,535,609,486,707,468,769,499,,
548,534,608,486,706,468,770,498,,
546,535,608,487,708,470,770,498,,
547,534,610,484,705,467,770,498,,
546,534,609,485,707,469,769,498,,
546,535,609,485,707,469,768,498,,
543,535,609,486,704,467,764,498,,
546,535,609,486,706,468,766,498,,
543,534,610,485,707,469,765,498,,
543,534,611,483,706,468,765,498,,
543,534,610,485,705,468,766,498,,
541,534,610,486,706,468,767,498,,
541,534,611,485,706,469,764,498,,
540,534,610,484,707,469,766,498,,
540,533,610,484,706,468,764,498,,
542,533,609,486,706,468,764,498,,
542,533,610,486,705,467,766,498,,
542,533,610,485,705,468,767,498,,
541,534,609,486,707,469,766,498,,
542,533,611,483,706,468,764,498,,
541,533,611,484,707,469,765,498,,
541,533,611,484,705,467,766,498,,
540,533,610,485,706,468,765,498,,
540,533,610,485,706,468,765,498,,
540,533,611,484,705,467,767,499,,
541,533,611,484,706,468,764,498,,
542,533,612,482,705,468,767,498,,
538,533,610,486,706,468,764,498,,
540,533,612,483,707,469,762,498,,
539,533,612,484,705,467,764,498,,
536,534,612,483,705,467,760,498,,
534,535,612,484,705,467,756,499,,
535,534,613,483,706,468,758,498,,
535,534,611,486,705,467,757,498,,
533,534,612,485,706,468,759,498,,
531,534,613,483,705,467,755,498,,
530,534,612,484,705,466,754,498,,
528,534,613,483,707,468,753,498,,
528,533,613,482,704,466,750,497,,
529,533,611,486,706,467,752,498,,
524,533,612,484,707,467,,,,
525,533,612,484,705,466,,,,
523,533,611,486,707,468,,,,
522,532,612,485,707,468,,,,
518,530,611,485,705,466,,,,
515,530,612,483,707,468,,,,
519,530,613,483,707,468,,,,
514,530,614,482,707,468,,,,
533,530,612,484,707,468,,,,
536,530,613,484,705,466,,,,
537,530,611,486,705,466,,,,
538,529,614,482,704,465,,,,
536,530,611,486,706,467,,,,
539,529,612,484,705,466,,,,
540,529,612,485,706,467,,,,
537,530,613,483,708,468,,,,
537,530,614,482,706,466,,,,
537,530,612,485,706,467,,,,
540,529,611,485,707,467,,,,
537,529,612,485,706,466,,,,
537,530,612,485,707,467,,,,
540,529,613,484,708,467,,,,
538,530,612,485,707,467,,,,
538,530,611,487,706,467,,,,
539,529,611,487,708,468,,,,
536,530,612,486,709,469,,,,
537,530,612,485,707,466,,,,
540,529,613,484,707,467,,,,
538,530,611,486,707,466,,,,
536,530,611,486,707,467,,,,
540,530,611,487,708,468,,,,
536,531,611,486,709,468,,,,
541,531,611,486,707,467,,,,
537,531,609,488,707,466,,,,
538,531,612,485,709,468,,,,
539,531,612,485,709,468,,,,
540,531,611,486,709,468,,,,
542,530,612,484,709,468,,,,
537,531,611,485,709,468,,,,
541,531,611,486,707,467,,,,
539,531,612,485,709,469,,,,
537,531,613,484,710,469,,,,
536,531,610,488,706,466,,,,
537,531,610,487,709,469,,,,
540,531,610,486,707,466,,,,
536,531,612,485,706,466,,,,
538,531,612,485,709,468,,,,
538,531,612,485,709,468,,,,
539,531,610,487,709,468,,,,
537,531,611,485,707,467,,,,
538,531,611,485,707,467,,,,
540,530,611,486,708,468,,,,
536,531,610,487,706,466,,,,
539,531,611,486,708,468,,,,
536,531,611,485,709,470,,,,
537,531,612,485,708,468,,,,
534,531,612,484,708,468,,,,
539,530,611,486,709,468,,,,
535,531,611,486,707,467,,,,
539,530,610,487,710,469,,,,
537,531,611,486,708,468,,,,
539,530,612,486,709,468,,,,
539,530,611,485,707,467,,,,
540,530,611,486,707,467,,,,
490,543,546,528,611,486,707,467,,
546,528,612,485,708,467,,,,
544,529,612,486,707,466,,,,
546,528,613,484,710,469,,,,
544,529,612,485,706,466,,,,
546,528,615,483,711,468,,,,
548,528,616,484,708,465,,,,
549,529,618,484,711,467,,,,
549,529,619,483,711,465,,,,
488,548,554,529,622,487,720,468,,
492,548,558,529,628,484,723,468,,
498,549,562,530,634,486,732,469,,
503,549,567,530,639,484,741,474,,
511,549,574,530,644,486,739,466,,
516,549,582,530,649,486,743,467,,
517,549,577,530,651,485,745,467,,
518,549,582,530,652,486,747,467,,
521,548,582,530,653,485,748,467,,
520,549,583,530,655,484,747,466,,
521,550,584,530,654,486,747,466,,
521,550,581,530,654,486,749,467,,
521,550,584,530,654,486,749,467,,
520,550,585,530,654,485,751,469,,
521,550,583,530,654,486,751,469,,
521,551,583,530,656,483,747,466,,
521,551,583,530,654,486,749,467,,
522,550,585,530,654,485,749,467,,
519,553,583,530,654,486,749,468,,
518,553,584,530,653,488,748,467,,
520,552,584,530,655,485,750,468,,
521,552,584,530,654,485,747,466,,
519,553,584,530,654,485,747,466,,
520,552,583,531,653,486,751,470,,
520,551,583,530,654,485,750,468,,
520,551,583,530,654,485,750,468,,
529,547,587,530,654,485,749,467,,
531,545,587,530,653,487,752,470,,
583,530,653,485,750,468,,,,
530,546,586,530,652,488,753,471,,
583,530,654,485,754,471,,,,
586,530,654,486,749,468,,,,
586,530,653,486,754,471,,,,
585,530,653,486,749,467,,,,
586,530,653,486,751,469,,,,
586,530,654,486,752,470,,,,
